5.733704566955566406e-01,8.720633983612060547e-01,4.278960876464843750e+02,1.645960540771484375e+02,2.717908859252929688e+01,1.342037105560302734e+01,9.981956481933593750e+01,6.318931884765625000e+02,1.755445748567581177e-01,9.304379224777221680e-01,1.876907467842102051e+00,4.699427413940429688e+01,4.699427413940429688e+01,1.902727931737899780e-01,1.416983199305832386e-03,8.027758598327636719e-01,1.943878680467605591e-01,1.367731170654296875e+02,3.236412703990936279e-01,5.339822387695312500e+01,3.956693410873413086e-01,-2.908740006387233734e-02,-4.715773835778236389e-02,2.947593033313751221e-01,7.076216430664062500e+02,8.888484835624694824e-01,4.586497247219085693e-01,2.464087605476379395e-01,1.876368373632431030e-01,5.304006338119506836e-01,8.485268354415893555e-01,9.224539399147033691e-01,8.660884857177734375e+01,3.632729053497314453e-01,1.364051666259765625e+02,8.888484835624694824e-01,8.132450866699218750e+01
5.639778375625610352e-01,1.083496212959289551e+00,4.929967956542968750e+02,2.631771240234375000e+02,9.715370941162109375e+01,1.034764251708984375e+02,1.408628082275390625e+02,6.336620483398437500e+02,3.301213309168815613e-02,9.609581828117370605e-01,2.520242691040039062e+00,2.698782348632812500e+02,1.545284271240234375e+02,1.958091855049133301e+00,1.726627233438193798e-03,1.329035043716430664e+00,1.388512253761291504e-01,1.429167480468750000e+02,2.340401858091354370e-01,5.676885986328125000e+01,3.522596657276153564e-01,5.238129571080207825e-02,-2.033273130655288696e-02,1.810898780822753906e-01,9.044501342773437500e+02,9.031419157981872559e-01,8.817648887634277344e-01,8.817648887634277344e-01,7.203245162963867188e-01,1.889486312866210938e+00,5.602642297744750977e-01,9.807612299919128418e-01,1.224776000976562500e+02,3.268096148967742920e-01,1.238460540771484375e+02,9.031419157981872559e-01,8.962723541259765625e+01
6.000079512596130371e-01,9.533435702323913574e-01,4.091690063476562500e+02,1.298225708007812500e+02,3.403750991821289062e+01,1.199876594543457031e+01,6.031271743774414062e+01,4.715993652343750000e+02,8.025132119655609131e-02,9.958435893058776855e-01,2.456719636917114258e+00,1.206302490234375000e+02,1.183304824829101562e+02,4.180990755558013916e-01,6.995848707447294146e-06,1.351134538650512695e+00,1.920216530561447144e-01,1.130531997680664062e+02,3.020417988300323486e-01,5.390970230102539062e+01,3.824300467967987061e-01,1.461157053709030151e-01,-5.279164761304855347e-03,9.071954339742660522e-02,5.932832031250000000e+02,9.921814203262329102e-01,1.269601345062255859e+00,1.269601345062255859e+00,9.825018644332885742e-01,2.037812232971191406e+00,5.639390349388122559e-01,9.970151185989379883e-01,8.777021026611328125e+01,3.523264825344085693e-01,1.183304824829101562e+02,9.921814203262329102e-01,6.394653701782226562e+01
4.669563472270965576e-01,1.446043133735656738e+00,6.402927246093750000e+02,1.262027893066406250e+02,7.706859588623046875e+01,3.148288345336914062e+01,7.913938903808593750e+01,7.804707031250000000e+02,1.141275763511657715e-01,9.783487915992736816e-01,2.336756706237792969e+00,1.998959197998046875e+02,8.546103668212890625e+01,8.189445734024047852e-01,3.566318773664534092e-04,1.270103096961975098e+00,1.333746612071990967e-01,1.398517150878906250e+02,4.533613622188568115e-01,7.365211486816406250e+01,4.111695289611816406e-01,-7.952764630317687988e-02,5.604098364710807800e-02,5.553343892097473145e-01,1.286556518554687500e+03,9.525613188743591309e-01,1.198497533798217773e+00,8.364269733428955078e-01,8.075085282325744629e-01,1.109452843666076660e+00,5.656431913375854492e-01,9.852256774902343750e-01,1.396665649414062500e+02,3.954048156738281250e-01,1.343208312988281250e+02,9.525613188743591309e-01,8.667739105224609375e+01
5.318211317062377930e-01,5.035583972930908203e-01,5.220115356445312500e+02,1.929717254638671875e+02,1.836064300537109375e+02,1.930355987548828125e+02,1.124193954467773438e+02,7.471411132812500000e+02,1.472019255161285400e-01,9.287476539611816406e-01,2.143960475921630859e+00,7.473992156982421875e+01,7.473992156982421875e+01,1.571967899799346924e-01,8.696429431438446045e-04,1.619432687759399414e+00,1.132341772317886353e-01,1.036513977050781250e+02,2.008180618286132812e-01,8.887525177001953125e+01,4.005510210990905762e-01,3.137509524822235107e-02,3.008683444932103157e-03,2.917443513870239258e-01,8.321727905273437500e+02,9.027743935585021973e-01,4.218536019325256348e-01,4.218536019325256348e-01,4.202832281589508057e-01,6.848255991935729980e-01,8.770490288734436035e-01,9.134764671325683594e-01,1.017040023803710938e+02,4.828988313674926758e-01,7.473992156982421875e+01,9.027743935585021973e-01,9.858611297607421875e+01
5.581173300743103027e-01,1.324400663375854492e+00,3.434023437500000000e+02,3.063525390625000000e+02,5.014390945434570312e+01,2.857799339294433594e+01,9.544951629638671875e+01,4.611164855957031250e+02,1.870408207178115845e-01,9.350653290748596191e-01,2.994737148284912109e+00,1.468897247314453125e+02,2.800784301757812500e+02,1.868423700332641602e+00,4.273787606507539749e-03,9.645091295242309570e-01,1.474221795797348022e-01,9.875479125976562500e+01,3.261988759040832520e-01,3.805687713623046875e+01,3.845191299915313721e-01,-9.589809179306030273e-02,-1.447693258523941040e-02,4.401515424251556396e-01,6.761190795898437500e+02,8.452888727188110352e-01,6.619824767112731934e-01,6.619824767112731934e-01,3.878037929534912109e-01,2.730002641677856445e+00,6.224106550216674805e-01,9.608271718025207520e-01,9.239792633056640625e+01,4.690896868705749512e-01,1.468897247314453125e+02,8.452888727188110352e-01,4.698537063598632812e+01
6.786988973617553711e-01,1.484977841377258301e+00,7.814675903320312500e+02,9.084624633789062500e+02,1.292106323242187500e+02,9.972885131835937500e+01,1.175077438354492188e+02,1.019263122558593750e+03,2.076032757759094238e-02,9.206950068473815918e-01,2.588175058364868164e+00,1.437091522216796875e+02,1.282393951416015625e+02,1.385430395603179932e-01,5.174715537577867508e-03,8.039264678955078125e-01,6.312546133995056152e-01,2.326974487304687500e+02,7.160267829895019531e-01,8.991664123535156250e+01,3.068750202655792236e-01,-1.037276089191436768e-01,3.487056493759155273e-02,4.694382250308990479e-01,1.988518310546875000e+03,8.242838978767395020e-01,1.258629202842712402e+00,7.109487652778625488e-01,6.282057166099548340e-01,1.784732222557067871e+00,4.116580486297607422e-01,9.407803416252136230e-01,1.998963775634765625e+02,1.088601499795913696e-01,1.282393951416015625e+02,8.242838978767395020e-01,9.633834075927734375e+01
5.536577701568603516e-01,8.709568381309509277e-01,6.661721801757812500e+02,2.423643798828125000e+02,9.192767333984375000e+01,5.616194915771484375e+01,6.132696914672851562e+01,8.392850341796875000e+02,9.579765796661376953e-02,9.331930875778198242e-01,1.702571272850036621e+00,3.936762084960937500e+02,1.567412872314453125e+02,6.172353029251098633e-01,2.278932835906744003e-03,6.924148201942443848e-01,1.984229087829589844e-01,2.049881591796875000e+02,6.539611816406250000e-01,8.644660949707031250e+01,3.917272090911865234e-01,2.122843265533447266e-01,5.821684375405311584e-02,1.050409227609634399e-01,1.033953002929687500e+03,8.861348628997802734e-01,1.008486866950988770e+00,5.133388042449951172e-01,3.532788455486297607e-01,1.158937454223632812e+00,5.009858608245849609e-01,9.147991538047790527e-01,1.488978576660156250e+02,3.593402802944183350e-01,1.065310058593750000e+02,8.861348628997802734e-01,9.213460540771484375e+01
5.882111191749572754e-01,6.775088906288146973e-01,6.107474365234375000e+02,1.983200988769531250e+02,9.434194183349609375e+01,1.200506362915039062e+02,7.002590942382812500e+01,7.834824218750000000e+02,1.494399607181549072e-01,9.799861311912536621e-01,2.328461408615112305e+00,1.100502090454101562e+02,5.757260513305664062e+01,4.475576579570770264e-01,1.077713168342597783e-04,5.544033050537109375e-01,3.879446685314178467e-01,2.293978576660156250e+02,5.746684670448303223e-01,5.580995941162109375e+01,4.104956090450286865e-01,1.814345717430114746e-01,-1.649052836000919342e-03,6.717939674854278564e-02,9.102312011718750000e+02,9.657422304153442383e-01,8.797929286956787109e-01,8.797929286956787109e-01,7.635235190391540527e-01,8.683166503906250000e-01,6.173199415206909180e-01,9.840273261070251465e-01,1.015541076660156250e+02,7.400661706924438477e-01,1.191979064941406250e+02,9.657422304153442383e-01,9.336405944824218750e+01
7.329351305961608887e-01,1.421615600585937500e+00,3.240393371582031250e+02,2.050731811523437500e+02,6.853396606445312500e+01,4.200837707519531250e+01,1.151452636718750000e+02,4.442886962890625000e+02,1.656704694032669067e-01,9.418510794639587402e-01,2.398673772811889648e+00,5.417182159423828125e+01,1.018294067382812500e+02,6.316276788711547852e-01,2.488296478986740112e-03,9.167811274528503418e-01,7.140048146247863770e-01,7.688817596435546875e+01,7.758156657218933105e-01,4.849954986572265625e+01,3.874206542968750000e-01,-6.513272225856781006e-02,5.312830954790115356e-02,5.090968012809753418e-01,7.359594726562500000e+02,8.763263225555419922e-01,1.005657672882080078e+00,1.005657672882080078e+00,8.112364411354064941e-01,2.045447111129760742e+00,5.127784609794616699e-01,9.519788026809692383e-01,6.732388305664062500e+01,3.592984080314636230e-01,1.207450485229492188e+02,8.763263225555419922e-01,5.276047134399414062e+01
